"Date","Symbol","Marketcapname","Sector"
"02-03-2026","AVANTEL","Smallcap","Aerospace & Defence"
"02-03-2026","UNITDSPR","Largecap","FMCG"
"02-03-2026","UNIONBANK","Largecap","Bank"
"02-03-2026","CANBK","Largecap","Bank"
"02-03-2026","JSL","Largecap","Metals & Mining"
"02-03-2026","IGL","Largecap","Energy"
"02-03-2026","BIOCON","Largecap","Healthcare"
"02-03-2026","NTPC","Largecap","Power & Utilities"
"02-03-2026","TORNTPOWER","Largecap","Power & Utilities"
"02-03-2026","FSL","Midcap","I.T"
"02-03-2026","INDIANB","Largecap","Bank"
"02-03-2026","ASTRAL","Largecap","Plastic products"
"02-03-2026","FORTIS","Largecap","Healthcare"
"02-03-2026","TARIL","Midcap","Industrials"
"02-03-2026","KNRCON","Smallcap","Realty"
"02-03-2026","GODREJPROP","Largecap","Realty"
"02-03-2026","JUBLFOOD","Largecap","Consumer Discretionary"
"02-03-2026","BAJAJCON","Midcap","FMCG"
"02-03-2026","GPPL","Midcap","Transportation"
"02-03-2026","PRESTIGE","Largecap","Realty"
"02-03-2026","ZENTEC","Midcap","Aerospace & Defence"
"02-03-2026","MUTHOOTFIN","Largecap","Financials"
"02-03-2026","PGEL","Midcap","Consumer Discretionary"
"02-03-2026","INDOTHAI","Smallcap","Financials"
"02-03-2026","INDUSTOWER","Largecap","Telecom"
"02-03-2026","VINCOFE","Smallcap","Consumer Discretionary"
"02-03-2026","MANAKCOAT","Smallcap","Metals & Mining"
"02-03-2026","INDIGO","Largecap","Transportation"
"02-03-2026","PARAGMILK","Smallcap","FMCG"
"02-03-2026","BLS","Midcap","I.T"
"02-03-2026","LAURUSLABS","Largecap","Healthcare"
"02-03-2026","BANKBEES","Smallcap","Indices"
"02-03-2026","PSUBNKBEES","Smallcap","Indices"
"02-03-2026","GOLDBETA","Smallcap","Indices"
"02-03-2026","HUDCO","Largecap","Financials"
"02-03-2026","AUBANK","Largecap","Bank"
"02-03-2026","CDSL","Largecap","Financials"
"02-03-2026","TIINDIA","Largecap","Industrials"
"02-03-2026","BDL","Largecap","Aerospace & Defence"
"02-03-2026","E2E","Midcap","I.T"
"02-03-2026","SKYGOLD","Midcap","Consumer Discretionary"
"02-03-2026","SETFGOLD","Smallcap","Indices"
"02-03-2026","QGOLDHALF","Smallcap","Indices"
"02-03-2026","GOLDAXIS","Smallcap","Indices"
"02-03-2026","HDFCGOLD","Smallcap","Indices"
"02-03-2026","GOLDIETF","Smallcap","Indices"
"02-03-2026","POLYCAB","Largecap","Industrials"
"02-03-2026","KPITTECH","Midcap","I.T"
"02-03-2026","SWSOLAR","Smallcap","Realty"
"02-03-2026","IIFLCAPS","Midcap","Financials"
"02-03-2026","COHANCE","Midcap","Healthcare"
"02-03-2026","MAXHEALTH","Largecap","Healthcare"
"02-03-2026","HAPPSTMNDS","Midcap","I.T"
"02-03-2026","MAZDOCK","Largecap","Aerospace & Defence"
"02-03-2026","HEMIPROP","Smallcap","Realty"
"02-03-2026","TARC","Smallcap","Realty"
"02-03-2026","ANURAS","Midcap","Chemicals"
"02-03-2026","LODHA","Largecap","Realty"
"02-03-2026","MAFANG","Smallcap","Indices"
"02-03-2026","SONACOMS","Largecap","Auto"
"02-03-2026","DEVYANI","Midcap","Consumer Discretionary"
"02-03-2026","APTUS","Midcap","Financials"
"02-03-2026","LATENTVIEW","Midcap","I.T"
"02-03-2026","SILVERIETF","Smallcap","Indices"
"02-03-2026","SILVERBEES","Smallcap","Indices"
"02-03-2026","DELHIVERY","Largecap","Transportation"
"02-03-2026","HDFCSILVER","Smallcap","Indices"
"02-03-2026","DCXINDIA","Smallcap","Aerospace & Defence"
"02-03-2026","KAYNES","Largecap","Consumer Discretionary"
"02-03-2026","LIQUID1","Smallcap","Indices"
"02-03-2026","GOLDETF","Smallcap","Indices"
"02-03-2026","GOLDADD","Smallcap","Indices"
"02-03-2026","MANKIND","Largecap","Healthcare"
"02-03-2026","AEROFLEX","Midcap","Metals & Mining"
"02-03-2026","SAMHI","Smallcap","Services"
"02-03-2026","KALAMANDIR","Smallcap","Consumer Discretionary"
"02-03-2026","HONASA","Midcap","Services"
"02-03-2026","EGOLD","Smallcap","Indices"
"02-03-2026","LIQUIDADD","Smallcap","Indices"
"02-03-2026","SBISILVER","Smallcap","Indices"
"02-03-2026","FIRSTCRY","Midcap","Consumer Discretionary"
"02-03-2026","GARUDA","Smallcap","Realty"
"02-03-2026","EIEL","Smallcap","Realty"
"02-03-2026","IGIL","Midcap","Miscellaneous"
"02-03-2026","HEXT","Smallcap",""
"02-03-2026","BELRISE","Largecap","Auto"
"02-03-2026","ENRIN","Largecap","Power & Utilities"
"02-03-2026","ANTHEM","Largecap","Healthcare"
"02-03-2026","CPPLUS","Largecap","Consumer Discretionary"
"02-03-2026","GKENERGY","Smallcap","Realty"
"02-03-2026","LGEINDIA","Largecap","Consumer Discretionary"
"02-03-2026","SHADOWFAX","Midcap","Transportation"
"02-03-2026","FRACTAL","Midcap","I.T"
"04-03-2026","CHENNPETRO","Largecap","Energy"
"04-03-2026","HDFCBANK","Largecap","Bank"
"04-03-2026","INFY","Largecap","I.T"
"04-03-2026","JINDALPOLY","Smallcap","Textiles"
"04-03-2026","RUBYMILLS","Smallcap","Textiles"
"04-03-2026","PRECWIRE","Midcap","Metals & Mining"
"04-03-2026","ICICIBANK","Largecap","Bank"
"04-03-2026","HCLTECH","Largecap","I.T"
"04-03-2026","TECHM","Largecap","I.T"
"04-03-2026","COALINDIA","Largecap","Metals & Mining"
"04-03-2026","ZENTEC","Midcap","Aerospace & Defence"
"04-03-2026","LIQUIDBEES","Smallcap","Indices"
"04-03-2026","REDTAPE","Midcap","Consumer Discretionary"
"04-03-2026","LIQUIDCASE","Smallcap","Indices"
"04-03-2026","IXIGO","Midcap","I.T"
"04-03-2026","FIRSTCRY","Midcap","Consumer Discretionary"
"04-03-2026","SWIGGY","Largecap","I.T"
"04-03-2026","STALLION","Smallcap","Chemicals"
"04-03-2026","BELRISE","Largecap","Auto"
"04-03-2026","URBANCO","Largecap","I.T"
"04-03-2026","GKENERGY","Smallcap","Realty"
"05-03-2026","CESC","Largecap","Power & Utilities"
"05-03-2026","CIPLA","Largecap","Healthcare"
"05-03-2026","DRREDDY","Largecap","Healthcare"
"05-03-2026","HSCL","Largecap","Chemicals"
"05-03-2026","JSWSTEEL","Largecap","Metals & Mining"
"05-03-2026","LUPIN","Largecap","Healthcare"
"05-03-2026","RELIANCE","Largecap","Energy"
"05-03-2026","TATAPOWER","Largecap","Power & Utilities"
"05-03-2026","CASTROLIND","Midcap","Chemicals"
"05-03-2026","TATAINVEST","Largecap","Financials"
"05-03-2026","SARDAEN","Midcap","Metals & Mining"
"05-03-2026","NLCINDIA","Largecap","Power & Utilities"
"05-03-2026","USHAMART","Midcap","Metals & Mining"
"05-03-2026","PRECWIRE","Midcap","Metals & Mining"
"05-03-2026","AUROPHARMA","Largecap","Healthcare"
"05-03-2026","NATCOPHARM","Midcap","Healthcare"
"05-03-2026","KRBL","Midcap","FMCG"
"05-03-2026","GMDCLTD","Midcap","Metals & Mining"
"05-03-2026","GLENMARK","Largecap","Healthcare"
"05-03-2026","INDSWFTLAB","Smallcap","Healthcare"
"05-03-2026","STLTECH","Largecap","Industrials"
"05-03-2026","ASTRAMICRO","Midcap","Aerospace & Defence"
"05-03-2026","LTFOODS","Midcap","FMCG"
"05-03-2026","DLF","Largecap","Realty"
"05-03-2026","ADANIPORTS","Largecap","Transportation"
"05-03-2026","MCX","Largecap","Financials"
"05-03-2026","INDUSTOWER","Largecap","Telecom"
"05-03-2026","ADANIENSOL","Largecap","Power & Utilities"
"05-03-2026","MIDHANI","Midcap","Aerospace & Defence"
"05-03-2026","ACUTAAS","Largecap","Healthcare"
"05-03-2026","ABSLAMC","Largecap","Financials"
"05-03-2026","NIFTYIETF","Smallcap",""
"05-03-2026","GROWWLIQID","Smallcap","Indices"
"05-03-2026","IGIL","Midcap","Miscellaneous"
"05-03-2026","ARIS","Smallcap","Services"
"05-03-2026","PARKHOSPS","Midcap","Healthcare"
"05-03-2026","SHADOWFAX","Midcap","Transportation"
"05-03-2026","OMNI","Midcap","Industrials"
"06-03-2026","BEML","Midcap","Aerospace & Defence"
"06-03-2026","INFY","Largecap","I.T"
"06-03-2026","M&M","Largecap","Auto"
"06-03-2026","GESHIP","Midcap","Transportation"
"06-03-2026","CASTROLIND","Midcap","Chemicals"
"06-03-2026","TI","Midcap","FMCG"
"06-03-2026","ANTELOPUS","Smallcap","Energy"
"06-03-2026","CHOICEIN","Midcap","Financials"
"06-03-2026","NELCAST","Smallcap","Industrials"
"06-03-2026","RELIGARE","Midcap","Financials"
"06-03-2026","JSWENERGY","Largecap","Power & Utilities"
"06-03-2026","MOIL","Midcap","Metals & Mining"
"06-03-2026","KIRLOSENG","Largecap","Industrials"
"06-03-2026","PNCINFRA","Midcap","Realty"
"06-03-2026","BSLGOLDETF","Smallcap","Indices"
"06-03-2026","IEX","Midcap","Financials"
"06-03-2026","SKYGOLD","Midcap","Consumer Discretionary"
"06-03-2026","MTARTECH","Largecap","Aerospace & Defence"
"06-03-2026","ZAGGLE","Smallcap","I.T"
"06-03-2026","TATATECH","Largecap","I.T"
"06-03-2026","MOBIKWIK","Smallcap","I.T"
"06-03-2026","CASHIETF","Smallcap","Indices"
"09-03-2026","POWERGRID","Largecap","Power & Utilities"
"09-03-2026","ADANIPORTS","Largecap","Transportation"
"09-03-2026","NEOGEN","Midcap","Chemicals"
"09-03-2026","LIQUIDADD","Smallcap","Indices"
"09-03-2026","AADHARHFC","Largecap","Financials"
"10-03-2026","BALRAMCHIN","Midcap","FMCG"
"10-03-2026","TITAN","Largecap","Consumer Discretionary"
"10-03-2026","DRREDDY","Largecap","Healthcare"
"10-03-2026","LICHSGFIN","Largecap","Financials"
"10-03-2026","TATAPOWER","Largecap","Power & Utilities"
"10-03-2026","ASIANPAINT","Largecap","Building Materials"
"10-03-2026","INDHOTEL","Largecap","Services"
"10-03-2026","BOROLTD","Smallcap","Building Materials"
"10-03-2026","PRECWIRE","Midcap","Metals & Mining"
"10-03-2026","CGCL","Largecap","Financials"
"10-03-2026","MARICO","Largecap","FMCG"
"10-03-2026","WOCKPHARMA","Largecap","Healthcare"
"10-03-2026","GRANULES","Largecap","Healthcare"
"10-03-2026","GOKEX","Midcap","Consumer Discretionary"
"10-03-2026","GSPL","Midcap","Energy"
"10-03-2026","ASTRAL","Largecap","Plastic products"
"10-03-2026","HGS","Smallcap","I.T"
"10-03-2026","VINCOFE","Smallcap","Consumer Discretionary"
"10-03-2026","SYNGENE","Midcap","Healthcare"
"10-03-2026","LAURUSLABS","Largecap","Healthcare"
"10-03-2026","GOLDBEES","Smallcap","Indices"
"10-03-2026","LIQUIDBEES","Smallcap","Indices"
"10-03-2026","GOLDIETF","Smallcap","Indices"
"10-03-2026","SILVER","Smallcap","Indices"
"10-03-2026","DELHIVERY","Largecap","Transportation"
"10-03-2026","STANLEY","Smallcap","Consumer Discretionary"
"10-03-2026","TATACAP","Largecap","Financials"
"10-03-2026","KSHINTL","Midcap","Metals & Mining"
"11-03-2026","SAIL","Largecap","Metals & Mining"
"11-03-2026","DRREDDY","Largecap","Healthcare"
"11-03-2026","ONGC","Largecap","Energy"
"11-03-2026","JINDALSAW","Midcap","Industrials"
"11-03-2026","SPMLINFRA","Smallcap","Realty"
"11-03-2026","SANDUMA","Midcap","Metals & Mining"
"11-03-2026","PRAKASH","Smallcap","Metals & Mining"
"11-03-2026","AVANTIFEED","Midcap","FMCG"
"11-03-2026","GSPL","Midcap","Energy"
"11-03-2026","KNRCON","Smallcap","Realty"
"11-03-2026","WAAREERTL","Midcap","Power & Utilities"
"11-03-2026","PNCINFRA","Midcap","Realty"
"11-03-2026","IEX","Midcap","Financials"
"11-03-2026","HGINFRA","Smallcap","Realty"
"11-03-2026","LIQUIDBEES","Smallcap","Indices"
"11-03-2026","LIQUIDIETF","Smallcap","Indices"
"11-03-2026","HEMIPROP","Smallcap","Realty"
"11-03-2026","NUVOCO","Midcap","Building Materials"
"11-03-2026","CMSINFO","Smallcap","Miscellaneous"
"11-03-2026","INOXGREEN","Midcap","Miscellaneous"
"11-03-2026","RATNAVEER","Smallcap","Metals & Mining"
"11-03-2026","EMSLIMITED","Smallcap","Realty"
"11-03-2026","LIQUIDCASE","Smallcap","Indices"
"11-03-2026","LIQUIDADD","Smallcap","Indices"
"11-03-2026","AWFIS","Smallcap","Co-Working"
"11-03-2026","LIQUIDBETF","Smallcap","Indices"
"11-03-2026","LIQUIDPLUS","Smallcap","Indices"
"11-03-2026","CEWATER","Smallcap","Industrials"
"11-03-2026","DENTA","Smallcap","Realty"
"11-03-2026","CANHLIFE","Midcap","Financials"
"11-03-2026","OMNI","Midcap","Industrials"
"12-03-2026","HDFCBANK","Largecap","Bank"
"12-03-2026","JSWENERGY","Largecap","Power & Utilities"
"12-03-2026","NIFTYBEES","Smallcap","Indices"
"12-03-2026","MON100","Smallcap","Indices"
"12-03-2026","LIQUIDIETF","Smallcap","Indices"
"12-03-2026","UNIVPHOTO","Smallcap","Consumer Discretionary"
"12-03-2026","SILVERIETF","Smallcap","Indices"
"12-03-2026","SILVERAXIS","Smallcap","Indices"
"12-03-2026","SILVERBETA","Smallcap","Indices"
"12-03-2026","ESILVER","Smallcap","Indices"
"12-03-2026","NORTHARC","Smallcap","Financials"
"12-03-2026","SBILIQETF","Smallcap","Indices"
"13-03-2026","CASTROLIND","Midcap","Chemicals"
"13-03-2026","MONARCH","Smallcap","Financials"
"13-03-2026","MARSONS","Smallcap","Industrials"
"13-03-2026","RELIGARE","Midcap","Financials"
"13-03-2026","LIQUIDIETF","Smallcap","Indices"
"13-03-2026","STARHEALTH","Largecap","Financials"
"13-03-2026","LIQUID1","Smallcap","Indices"
"13-03-2026","ORIENTTECH","Smallcap","I.T"
"13-03-2026","LIQUIDPLUS","Smallcap","Indices"
"16-03-2026","BAJFINANCE","Largecap","Financials"
"16-03-2026","LIQUIDBEES","Smallcap","Indices"
"16-03-2026","AEROFLEX","Midcap","Metals & Mining"
"16-03-2026","LIQUIDCASE","Smallcap","Indices"
"16-03-2026","LIQUIDADD","Smallcap","Indices"
"16-03-2026","LIQUIDPLUS","Smallcap","Indices"
"16-03-2026","EPACKPEB","Smallcap","Metals & Mining"
"17-03-2026","TATAPOWER","Largecap","Power & Utilities"
"17-03-2026","TI","Midcap","FMCG"
"17-03-2026","CHOICEIN","Midcap","Financials"
"17-03-2026","PVRINOX","Midcap","Media"
"17-03-2026","VINCOFE","Smallcap","Consumer Discretionary"
"17-03-2026","GOLDBEES","Smallcap","Indices"
"17-03-2026","CAPACITE","Smallcap","Realty"
"17-03-2026","APOLLO","Midcap","Aerospace & Defence"
"17-03-2026","MON100","Smallcap","Indices"
"17-03-2026","GOLDAXIS","Smallcap","Indices"
"17-03-2026","HDFCGOLD","Smallcap","Indices"
"17-03-2026","GOLDIETF","Smallcap","Indices"
"17-03-2026","SHYAMMETL","Largecap","Metals & Mining"
"17-03-2026","SILVERIETF","Smallcap","Indices"
"17-03-2026","IXIGO","Midcap","I.T"
"17-03-2026","SHREEJISPG","Midcap","Transportation"
"18-03-2026","BOMDYEING","Smallcap","Textiles"
"18-03-2026","EPL","Midcap","Industrials"
"18-03-2026","HINDOILEXP","Smallcap","Energy"
"18-03-2026","LUPIN","Largecap","Healthcare"
"18-03-2026","MFSL","Largecap","Financials"
"18-03-2026","RELIANCE","Largecap","Energy"
"18-03-2026","TATAELXSI","Largecap","I.T"
"18-03-2026","FEDERALBNK","Largecap","Bank"
"18-03-2026","BHARATFORG","Largecap","Industrials"
"18-03-2026","M&M","Largecap","Auto"
"18-03-2026","NOCIL","Smallcap","Chemicals"
"18-03-2026","GREAVESCOT","Smallcap","Industrials"
"18-03-2026","ELECON","Midcap","Industrials"
"18-03-2026","WALCHANNAG","Smallcap","Industrials"
"18-03-2026","VIPIND","Smallcap","Plastic products"
"18-03-2026","VIYASH","Midcap","Healthcare"
"18-03-2026","AJMERA","Smallcap","Realty"
"18-03-2026","ASAHIINDIA","Largecap","Building Materials"
"18-03-2026","HBLENGINE","Midcap","Auto"
"18-03-2026","DIACABS","Midcap","Industrials"
"18-03-2026","NACLIND","Smallcap","Chemicals"
"18-03-2026","NATCOPHARM","Midcap","Healthcare"
"18-03-2026","SANGHVIMOV","Smallcap","Miscellaneous"
"18-03-2026","MANAPPURAM","Largecap","Financials"
"18-03-2026","ZYDUSWELL","Midcap","FMCG"
"18-03-2026","CHOICEIN","Midcap","Financials"
"18-03-2026","CUB","Largecap","Bank"
"18-03-2026","HCLTECH","Largecap","I.T"
"18-03-2026","AVANTEL","Smallcap","Aerospace & Defence"
"18-03-2026","BHARTIARTL","Largecap","Telecom-Service"
"18-03-2026","PNB","Largecap","Bank"
"18-03-2026","UNIONBANK","Largecap","Bank"
"18-03-2026","TCS","Largecap","I.T"
"18-03-2026","JBMA","Midcap","Auto"
"18-03-2026","ASTRAL","Largecap","Plastic products"
"18-03-2026","V2RETAIL","Midcap","Consumer Discretionary"
"18-03-2026","ADANIPORTS","Largecap","Transportation"
"18-03-2026","PERSISTENT","Largecap","I.T"
"18-03-2026","SAMMAANCAP","Midcap","Financials"
"18-03-2026","INTELLECT","Midcap","I.T"
"18-03-2026","PNCINFRA","Midcap","Realty"
"18-03-2026","ADANIENSOL","Largecap","Power & Utilities"
"18-03-2026","SYNGENE","Midcap","Healthcare"
"18-03-2026","INDIGO","Largecap","Transportation"
"18-03-2026","SHK","Smallcap","Chemicals"
"18-03-2026","BLS","Midcap","I.T"
"18-03-2026","DCAL","Smallcap","Healthcare"
"18-03-2026","SBILIFE","Largecap","Financials"
"18-03-2026","SHAREINDIA","Smallcap","Financials"
"18-03-2026","LIQUIDBEES","Smallcap","Indices"
"18-03-2026","RVNL","Largecap","Realty"
"18-03-2026","SWSOLAR","Smallcap","Realty"
"18-03-2026","MUFIN","Smallcap","Financials"
"18-03-2026","ROUTE","Smallcap","I.T"
"18-03-2026","LXCHEM","Smallcap","Chemicals"
"18-03-2026","PAYTM","Largecap","I.T"
"18-03-2026","GOCOLORS","Smallcap","Textiles"
"18-03-2026","MANYAVAR","Midcap","Consumer Discretionary"
"18-03-2026","DELHIVERY","Largecap","Transportation"
"18-03-2026","INOXGREEN","Midcap","Miscellaneous"
"18-03-2026","SULA","Smallcap","FMCG"
"18-03-2026","LIQUID1","Smallcap","Indices"
"18-03-2026","HDFCSML250","Smallcap","Indices"
"18-03-2026","TATATECH","Largecap","I.T"
"18-03-2026","BLSE","Smallcap","I.T"
"18-03-2026","PARKHOTELS","Smallcap","Services"
"18-03-2026","WAAREEENER","Largecap","Industrials"
"18-03-2026","EIEL","Smallcap","Realty"
"18-03-2026","CEWATER","Smallcap","Industrials"
"18-03-2026","STALLION","Smallcap","Chemicals"
"18-03-2026","HDBFS","Largecap","Financials"
"18-03-2026","JSWCEMENT","Midcap","Building Materials"
"18-03-2026","VIKRAMSOLR","Midcap","Industrials"
"18-03-2026","GANESHCP","Smallcap","FMCG"
"18-03-2026","PARKHOSPS","Midcap","Healthcare"
"18-03-2026","OMNI","Midcap","Industrials"
"19-03-2026","BALRAMCHIN","Midcap","FMCG"
"19-03-2026","HDFCBANK","Largecap","Bank"
"19-03-2026","SGMART","Midcap","Services"
"19-03-2026","KTKBANK","Midcap","Bank"
"19-03-2026","MOIL","Midcap","Metals & Mining"
"19-03-2026","INFOBEAN","Smallcap","I.T"
"19-03-2026","CSBBANK","Midcap","Bank"
"19-03-2026","GROWWLIQID","Smallcap","Indices"
"19-03-2026","WAAREEENER","Largecap","Industrials"
"19-03-2026","MEESHO","Largecap","I.T"
"20-03-2026","HINDPETRO","Largecap","Energy"
"20-03-2026","SAIL","Largecap","Metals & Mining"
"20-03-2026","MFSL","Largecap","Financials"
"20-03-2026","PIDILITIND","Largecap","Chemicals"
"20-03-2026","ESCORTS","Largecap","Auto"
"20-03-2026","NOCIL","Smallcap","Chemicals"
"20-03-2026","EICHERMOT","Largecap","Auto"
"20-03-2026","WALCHANNAG","Smallcap","Industrials"
"20-03-2026","LLOYDSME","Largecap","Metals & Mining"
"20-03-2026","HINDCOPPER","Largecap","Metals & Mining"
"20-03-2026","IOC","Largecap","Energy"
"20-03-2026","BANKINDIA","Largecap","Bank"
"20-03-2026","JINDALSTEL","Largecap","Metals & Mining"
"20-03-2026","UNITDSPR","Largecap","FMCG"
"20-03-2026","BHARTIARTL","Largecap","Telecom-Service"
"20-03-2026","PNB","Largecap","Bank"
"20-03-2026","CANBK","Largecap","Bank"
"20-03-2026","JSL","Largecap","Metals & Mining"
"20-03-2026","DEEPINDS","Smallcap","Energy"
"20-03-2026","KSCL","Smallcap","FMCG"
"20-03-2026","BAJAJCON","Midcap","FMCG"
"20-03-2026","GPPL","Midcap","Transportation"
"20-03-2026","APLAPOLLO","Largecap","Industrials"
"20-03-2026","INDUSTOWER","Largecap","Telecom"
"20-03-2026","VINCOFE","Smallcap","Consumer Discretionary"
"20-03-2026","SYNGENE","Midcap","Healthcare"
"20-03-2026","RBLBANK","Largecap","Bank"
"20-03-2026","KIOCL","Largecap","Metals & Mining"
"20-03-2026","MIDHANI","Midcap","Aerospace & Defence"
"20-03-2026","SETFNIF50","Smallcap","Indices"
"20-03-2026","GOLDAXIS","Smallcap","Indices"
"20-03-2026","ETERNAL","Largecap","I.T"
"20-03-2026","DELHIVERY","Largecap","Transportation"
"20-03-2026","SYRMA","Largecap","Consumer Discretionary"
"20-03-2026","LIQUID1","Smallcap","Indices"
"20-03-2026","TATATECH","Largecap","I.T"
"20-03-2026","PARKHOSPS","Midcap","Healthcare"
"20-03-2026","SHADOWFAX","Midcap","Transportation"
"23-03-2026","NOCIL","Smallcap","Chemicals"
"23-03-2026","LIQUIDPLUS","Smallcap","Indices"
"23-03-2026","CASHIETF","Smallcap","Indices"
"24-03-2026","CUMMINSIND","Largecap","Industrials"
"24-03-2026","GOCLCORP","Smallcap","Miscellaneous"
"24-03-2026","SGMART","Midcap","Services"
"24-03-2026","JSL","Largecap","Metals & Mining"
"24-03-2026","INDIANB","Largecap","Bank"
"24-03-2026","GOLDBEES","Smallcap","Indices"
"24-03-2026","GOLDAXIS","Smallcap","Indices"
"24-03-2026","SILVERBEES","Smallcap","Indices"
"24-03-2026","HDFCSILVER","Smallcap","Indices"
"24-03-2026","SILVERAXIS","Smallcap","Indices"
"24-03-2026","LIQUID1","Smallcap","Indices"
"24-03-2026","SILVERBETA","Smallcap","Indices"
"24-03-2026","LIQUIDADD","Smallcap","Indices"
"24-03-2026","DENTA","Smallcap","Realty"
"24-03-2026","CASHIETF","Smallcap","Indices"
"24-03-2026","GSPCROP","Smallcap","Chemicals"
"25-03-2026","SBIN","Largecap","Bank"
"25-03-2026","DHAMPURSUG","Smallcap","FMCG"
"25-03-2026","KANSAINER","Midcap","Building Materials"
"25-03-2026","HDFCBANK","Largecap","Bank"
"25-03-2026","MFSL","Largecap","Financials"
"25-03-2026","GRASIM","Largecap","Textiles"
"25-03-2026","BIRLACORPN","Midcap","Building Materials"
"25-03-2026","RAIN","Midcap","Miscellaneous"
"25-03-2026","AMBUJACEM","Largecap","Building Materials"
"25-03-2026","CUMMINSIND","Largecap","Industrials"
"25-03-2026","VOLTAS","Largecap","Consumer Discretionary"
"25-03-2026","PRAKASH","Smallcap","Metals & Mining"
"25-03-2026","TI","Midcap","FMCG"
"25-03-2026","VIYASH","Midcap","Healthcare"
"25-03-2026","ITI","Largecap","Aerospace & Defence"
"25-03-2026","GRMOVER","Smallcap","FMCG"
"25-03-2026","INDUSINDBK","Largecap","Bank"
"25-03-2026","J&KBANK","Midcap","Bank"
"25-03-2026","CUB","Largecap","Bank"
"25-03-2026","HCLTECH","Largecap","I.T"
"25-03-2026","BIOCON","Largecap","Healthcare"
"25-03-2026","GSPL","Midcap","Energy"
"25-03-2026","DEEPINDS","Smallcap","Energy"
"25-03-2026","FSL","Midcap","I.T"
"25-03-2026","REFEX","Smallcap","Services"
"25-03-2026","PURVA","Midcap","Realty"
"25-03-2026","KNRCON","Smallcap","Realty"
"25-03-2026","GODREJPROP","Largecap","Realty"
"25-03-2026","PRESTIGE","Largecap","Realty"
"25-03-2026","CEINSYS","Smallcap","I.T"
"25-03-2026","PNCINFRA","Midcap","Realty"
"25-03-2026","AIIL","Largecap","Financials"
"25-03-2026","SYNGENE","Midcap","Healthcare"
"25-03-2026","GOKULAGRO","Midcap","FMCG"
"25-03-2026","CROMPTON","Midcap","Consumer Discretionary"
"25-03-2026","RBLBANK","Largecap","Bank"
"25-03-2026","ICICIPRULI","Largecap","Financials"
"25-03-2026","SAKSOFT","Smallcap","I.T"
"25-03-2026","GOLDBEES","Smallcap","Indices"
"25-03-2026","BSLGOLDETF","Smallcap","Indices"
"25-03-2026","HDFCLIFE","Largecap","Financials"
"25-03-2026","INDOSTAR","Smallcap","Financials"
"25-03-2026","ADANIGREEN","Largecap","Power & Utilities"
"25-03-2026","IRCON","Midcap","Realty"
"25-03-2026","MARINE","Midcap","Industrials"
"25-03-2026","GOLD1","Smallcap","Indices"
"25-03-2026","MON100","Smallcap","Indices"
"25-03-2026","GOLDIETF","Smallcap","Indices"
"25-03-2026","RPSGVENT","Smallcap","I.T"
"25-03-2026","HINDWAREAP","Smallcap","Consumer Discretionary"
"25-03-2026","SURYODAY","Smallcap","Bank"
"25-03-2026","PARAS","Midcap","Aerospace & Defence"
"25-03-2026","NYKAA","Largecap","I.T"
"25-03-2026","EQUAL50ADD","Smallcap","Indices"
"25-03-2026","SILVERIETF","Smallcap","Indices"
"25-03-2026","AWL","Largecap","FMCG"
"25-03-2026","GMRP&UI","Midcap","Realty"
"25-03-2026","CAMPUS","Midcap","Consumer Discretionary"
"25-03-2026","HDFCSILVER","Smallcap","Indices"
"25-03-2026","INOXGREEN","Midcap","Miscellaneous"
"25-03-2026","LIQUID1","Smallcap","Indices"
"25-03-2026","SILVERBETA","Smallcap","Indices"
"25-03-2026","NIFTYETF","Smallcap",""
"25-03-2026","JSWINFRA","Largecap","Transportation"
"25-03-2026","HONASA","Midcap","Services"
"25-03-2026","IREDA","Largecap","Financials"
"25-03-2026","EPACK","Smallcap","Consumer Discretionary"
"25-03-2026","JSFB","Midcap","Bank"
"25-03-2026","SILVERADD","Smallcap",""
"25-03-2026","LIQUIDADD","Smallcap","Indices"
"25-03-2026","ACMESOLAR","Largecap","Realty"
"25-03-2026","STALLION","Smallcap","Chemicals"
"25-03-2026","OSWALPUMPS","Smallcap","Industrials"
"25-03-2026","ELLEN","Smallcap",""
"25-03-2026","LOTUSDEV","Midcap","Realty"
"25-03-2026","SHRINGARMS","Smallcap","Consumer Discretionary"
"25-03-2026","TMCV","Largecap","Auto"
"25-03-2026","SHADOWFAX","Midcap","Transportation"
"27-03-2026","CIPLA","Largecap","Healthcare"
"27-03-2026","SPLPETRO","Midcap","Energy"
"27-03-2026","APOLLOHOSP","Largecap","Healthcare"
"27-03-2026","SUNPHARMA","Largecap","Healthcare"
"27-03-2026","OFSS","Largecap","I.T"
"27-03-2026","GOLDETF","Smallcap","Indices"
"27-03-2026","LIQUIDBETF","Smallcap","Indices"
"27-03-2026","STYLEBAAZA","Smallcap","Consumer Discretionary"
"27-03-2026","LENSKART","Largecap","FMCG"
"27-03-2026","PARKHOSPS","Midcap","Healthcare"
"30-03-2026","BALRAMCHIN","Midcap","FMCG"
"30-03-2026","HINDALCO","Largecap","Metals & Mining"
"30-03-2026","ARROWGREEN","Smallcap","Plastic products"
"30-03-2026","ANTELOPUS","Smallcap","Energy"
"30-03-2026","SUVEN","Smallcap","Healthcare"
"30-03-2026","GOLDAXIS","Smallcap","Indices"
